Price,Close,High,Low,Open,Volume
Ticker,DABUR.NS,DABUR.NS,DABUR.NS,DABUR.NS,DABUR.NS
Date,,,,,
2016-01-07,242.1524200439453,248.7557432779822,240.56942895035817,248.7557432779822,910959
2016-01-08,243.37353515625,245.95155445414795,242.42375164894744,243.10217632706951,579211
2016-01-11,237.99136352539062,242.01666639641863,236.67973154411254,241.519166047751,1259036
2016-01-12,230.57394409179688,238.80550293365042,229.03618414402928,238.80550293365042,1520863
2016-01-13,232.33786010742188,233.28764368211625,225.237009118203,231.43329380574232,1266564
2016-01-14,235.0062713623047,236.8154036363953,228.13157700231065,231.3880206167073,1136944
2016-01-15,226.41294860839844,236.36316414790826,225.6892928048196,233.92085169067926,390418
2016-01-18,223.69921875,227.95067702931559,221.61871377850125,225.68926158259617,813644
2016-01-19,225.7344970703125,229.759813883743,222.97556741079782,223.69922312842894,852044
2016-01-20,225.46311950683594,227.86021435367823,223.78966655917165,224.33241178613966,948030
2016-01-21,217.4577178955078,227.49840864916933,216.14609961212312,225.68927617482206,1598807
2016-01-22,217.95523071289062,221.70918885505455,216.19132932203541,218.2718344149403,1104880
2016-01-25,214.60833740234375,219.31207902324792,213.7942333189011,218.9050269815266,1288751
2016-01-27,214.24652099609375,215.01539402403705,209.40708605647575,213.47763416556492,2994537
2016-01-28,220.26190185546875,221.61875135355172,213.4776543650539,213.4776543650539,2276163
2016-01-29,226.72952270507812,228.53865518643548,219.945275899988,222.3423847193378,1975624
2016-02-01,227.09130859375,228.40292659984647,224.37761045593004,226.9556154053095,1161891
2016-02-02,218.1361083984375,228.31247697232945,216.64357986196666,227.00085889443338,1141536
2016-02-03,220.2165985107422,224.10623522265078,215.69376833470486,217.41245208314842,1841938
2016-02-04,223.6539764404297,224.69422197260747,221.5282405063122,222.07098570728206,933205
2016-02-05,227.31748962402344,227.95068320574464,222.61374812791394,222.70419646668273,570371
2016-02-08,227.00088500976562,229.08139002918534,225.55358737207982,226.32246036012342,1355234
2016-02-09,225.46311950683594,227.45316233474446,224.06103917265565,226.14154413925368,562650
2016-02-10,219.71913146972656,225.6892741012548,217.63864018541048,225.2369909868234,2019507
2016-02-11,216.32701110839844,222.43283323780958,214.382199210435,220.26187977949758,814826
2016-02-12,224.1515350341797,225.5536155792982,215.2867824097322,218.2718540019811,1768414
2016-02-15,225.1465301513672,227.6793183674195,218.09092456730156,224.1515155753867,587206
2016-02-16,221.7091827392578,228.31250500479098,218.9502530488527,223.5635324205573,903440
2016-02-17,218.40753173828125,220.62371642660247,216.19134704996003,220.12621600056502,708900
