Price,Close,High,Low,Open,Volume
Ticker,PNB.NS,PNB.NS,PNB.NS,PNB.NS,PNB.NS
Date,,,,,
2016-01-07,97.470947265625,100.62564137471888,96.96062535323622,100.30089428454224,7497260
2016-01-08,97.51734161376953,99.04830036541969,97.33177385918724,98.35241066730198,3802305
2016-01-11,95.47607421875,96.72867434118993,94.3626463818372,95.56885810208693,5427630
2016-01-12,92.46054077148438,96.032772938427,92.08939820424038,95.56884649911093,5896423
2016-01-13,90.9295883178711,93.89871490074972,88.70273984123403,93.52757938710701,8600712
2016-01-14,90.7440185546875,91.20794501543958,87.40374237410778,89.07388046439765,6363630
2016-01-15,85.54803466796875,91.67186947969131,84.66657724331927,91.67186947969131,7222691
2016-01-18,84.29544067382812,87.40374669887588,82.39334633800193,86.29032596956085,9931003
2016-01-19,85.7800064086914,86.6614709997999,84.43462239983707,84.71298112944112,6686327
2016-01-20,80.95516204833984,83.97068384383674,80.25927240322517,83.46036193917044,8017246
2016-01-21,82.20777130126953,83.83151399037627,81.04795509476473,82.25416678111226,11589718
2016-01-22,85.8263931274414,86.29031957677893,82.76447573023144,83.41397700667747,11244721
2016-01-25,85.22329711914062,87.45014574760302,84.99133386782073,87.2181824962831,5318999
2016-01-27,86.98621368408203,87.7748872723598,84.01708708858116,85.64082974401737,6478152
2016-01-28,84.80575561523438,87.17177623885195,84.52739691647666,87.12538784169617,7632697
2016-01-29,84.71297454833984,85.36246876168329,81.74384095273378,84.62018359304278,7763785
2016-02-01,83.55316162109375,85.17690429607036,82.99644418365102,85.17690429607036,5232221
2016-02-02,83.04283142089844,86.29031644853134,82.62530046321358,83.50675785341743,9705728
2016-02-03,82.81086730957031,83.5067569508272,80.81598225550945,81.7902305848513,5636876
2016-02-04,84.34183502197266,84.9913292588646,82.76448075116097,84.24905114226756,5823104
2016-02-05,87.86766815185547,88.60995331487133,84.06347261905009,84.75936230476897,6770437
2016-02-08,87.49653625488281,90.74402158872746,86.61507170260838,88.28520984873956,7567138
2016-02-09,81.41909790039062,88.09963643499398,80.90877593666889,85.36247301237536,30890669
2016-02-10,74.18183135986328,80.39844960451835,73.48594173330189,80.0737025279141,26606824
2016-02-11,71.4910659790039,74.69215552715698,70.60960151112374,73.3003762316199,16421708
2016-02-12,68.33636474609375,71.58384976518484,67.26933253831557,71.53745429047275,12215510
2016-02-15,70.98075103759766,73.30038342444725,69.6353670848074,70.51682456022773,14695012
2016-02-16,67.26934051513672,72.37253186456088,66.9445933905101,71.81582149677861,10568003
2016-02-17,67.40851593017578,67.91883078786636,64.30021006966707,67.36212045267847,12451921
2016-02-18,67.22293853759766,69.49618234818007,66.20230178215212,68.61471786201132,7903275
2016-02-19,70.65599822998047,71.25910401779029,66.66622801427457,67.22293832650068,16318164
2016-02-22,70.09928894042969,72.18695795095128,69.63536249364711,70.98074635773426,7213267
2016-02-23,67.45491027832031,69.49619112599396,67.17655862565341,68.84668977852463,7656415
2016-02-24,66.99098205566406,68.33637311864051,64.25381860722756,65.59920259124758,13589385
2016-02-25,66.57344818115234,67.91883210723778,65.97034235675137,67.03737464931368,5975910
2016-02-26,67.26934051513672,68.05801412607462,66.38788302272782,67.64048311997702,7290229
2016-02-29,65.87755584716797,70.00649841727433,65.41362939754002,67.82604551981416,18897468
2016-03-01,68.33636474609375,68.66111183221174,66.80540610701684,66.80540610701684,7025298
2016-03-02,72.97563171386719,73.62512590973118,71.25910527140735,71.53745689293943,14897378
2016-03-03,73.30037689208984,74.59937232875345,70.98074471196041,74.3674091107405,9360691
2016-03-04,77.01178741455078,78.35717123057216,71.90859668226128,72.83644954267754,20605169
2016-03-08,75.62001037597656,77.05818518403449,75.0169045829537,76.77982648603755,9177778
2016-03-09,76.73343658447266,77.0117953026914,73.81070543795721,74.22823643632906,8651489
2016-03-10,75.89836883544922,77.84685847843704,75.24886756848278,77.66128365403704,6709519
2016-03-11,75.94476318359375,76.87261614143596,74.6457676268234,75.80558382412616,6118213
2016-03-14,76.36229705810547,77.38293383975262,75.66640737803387,77.38293383975262,4796884
2016-03-15,77.29015350341797,78.35717873188098,76.17672571695417,76.73343607070797,7553332
2016-03-16,76.77982330322266,78.12520710353985,75.10968534238609,77.66128067874696,6788879
2016-03-17,76.77982330322266,78.86749221479064,76.36229235249124,78.86749221479064,6004065
2016-03-18,78.21800231933594,78.49635394202562,76.50146879078166,77.56850104181501,5210801
2016-03-21,80.16649627685547,81.18713310582314,78.96028461055789,79.23864332707463,9559481
2016-03-22,79.74895477294922,80.67680768283324,78.68192958974733,80.67680768283324,5653763
2016-03-23,78.58914184570312,79.74895803043283,78.12521537181124,79.60978575143024,5714949
2016-03-28,76.2231216430664,79.09946438679498,75.80558356608493,78.77471726844689,6095882
2016-03-29,76.03754425048828,77.05818812951982,75.20248228248943,76.08393972824645,5203411
